conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0379,Disability Income,Disability Policy Features,Probationary period,md-lh-0379-obj-3,"Compare Probationary period with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Probationary period' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0379,Disability Income,Disability Policy Features,Probationary period,md-lh-0379-obj-4,"Determine whether Probationary period is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Probationary period' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0379,Disability Income,Disability Policy Features,Probationary period,md-lh-0379-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Probationary period.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Probationary period' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0379,Disability Income,Disability Policy Features,Probationary period,md-lh-0379-obj-6,"Apply Maryland-specific or federal rules that may affect Probationary period, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Probationary period' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0380,Disability Income,Disability Policy Features,Recurrent disability,md-lh-0380-obj-1,Define Recurrent disability and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Recurrent disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0380,Disability Income,Disability Policy Features,Recurrent disability,md-lh-0380-obj-2,Identify Recurrent disability when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Recurrent disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0380,Disability Income,Disability Policy Features,Recurrent disability,md-lh-0380-obj-3,"Compare Recurrent disability with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Recurrent disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0380,Disability Income,Disability Policy Features,Recurrent disability,md-lh-0380-obj-4,"Determine whether Recurrent disability is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Recurrent disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0380,Disability Income,Disability Policy Features,Recurrent disability,md-lh-0380-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Recurrent disability.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Recurrent disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0380,Disability Income,Disability Policy Features,Recurrent disability,md-lh-0380-obj-6,"Apply Maryland-specific or federal rules that may affect Recurrent disability, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Recurrent disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0381,Disability Income,Disability Policy Features,Waiver of premium,md-lh-0381-obj-1,Define Waiver of premium and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver of premium' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0381,Disability Income,Disability Policy Features,Waiver of premium,md-lh-0381-obj-2,Identify Waiver of premium when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver of premium' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0381,Disability Income,Disability Policy Features,Waiver of premium,md-lh-0381-obj-3,"Compare Waiver of premium with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver of premium' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0381,Disability Income,Disability Policy Features,Waiver of premium,md-lh-0381-obj-4,"Determine whether Waiver of premium is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver of premium' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0381,Disability Income,Disability Policy Features,Waiver of premium,md-lh-0381-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Waiver of premium.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver of premium' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0381,Disability Income,Disability Policy Features,Waiver of premium,md-lh-0381-obj-6,"Apply Maryland-specific or federal rules that may affect Waiver of premium, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver of premium' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0382,Disability Income,Disability Policy Features,Rehabilitation benefit,md-lh-0382-obj-1,Define Rehabilitation benefit and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Rehabilitation benefit' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0382,Disability Income,Disability Policy Features,Rehabilitation benefit,md-lh-0382-obj-2,Identify Rehabilitation benefit when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Rehabilitation benefit' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0382,Disability Income,Disability Policy Features,Rehabilitation benefit,md-lh-0382-obj-3,"Compare Rehabilitation benefit with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Rehabilitation benefit' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0382,Disability Income,Disability Policy Features,Rehabilitation benefit,md-lh-0382-obj-4,"Determine whether Rehabilitation benefit is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Rehabilitation benefit' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0382,Disability Income,Disability Policy Features,Rehabilitation benefit,md-lh-0382-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Rehabilitation benefit.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Rehabilitation benefit' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0382,Disability Income,Disability Policy Features,Rehabilitation benefit,md-lh-0382-obj-6,"Apply Maryland-specific or federal rules that may affect Rehabilitation benefit, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Rehabilitation benefit' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0383,Disability Income,Disability Policy Features,Cost of living adjustment rider,md-lh-0383-obj-1,Define Cost of living adjustment rider and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cost of living adjustment rider' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0383,Disability Income,Disability Policy Features,Cost of living adjustment rider,md-lh-0383-obj-2,Identify Cost of living adjustment rider when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cost of living adjustment rider' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0383,Disability Income,Disability Policy Features,Cost of living adjustment rider,md-lh-0383-obj-3,"Compare Cost of living adjustment rider with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cost of living adjustment rider' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0383,Disability Income,Disability Policy Features,Cost of living adjustment rider,md-lh-0383-obj-4,"Determine whether Cost of living adjustment rider is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cost of living adjustment rider' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0383,Disability Income,Disability Policy Features,Cost of living adjustment rider,md-lh-0383-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Cost of living adjustment rider.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cost of living adjustment rider' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0383,Disability Income,Disability Policy Features,Cost of living adjustment rider,md-lh-0383-obj-6,"Apply Maryland-specific or federal rules that may affect Cost of living adjustment rider, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Cost of living adjustment rider' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0384,Disability Income,Disability Policy Features,Future increase option,md-lh-0384-obj-1,Define Future increase option and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Future increase option' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0384,Disability Income,Disability Policy Features,Future increase option,md-lh-0384-obj-2,Identify Future increase option when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Future increase option' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0384,Disability Income,Disability Policy Features,Future increase option,md-lh-0384-obj-3,"Compare Future increase option with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Future increase option' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0384,Disability Income,Disability Policy Features,Future increase option,md-lh-0384-obj-4,"Determine whether Future increase option is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Future increase option' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0384,Disability Income,Disability Policy Features,Future increase option,md-lh-0384-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Future increase option.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Future increase option' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0384,Disability Income,Disability Policy Features,Future increase option,md-lh-0384-obj-6,"Apply Maryland-specific or federal rules that may affect Future increase option, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Future increase option' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0385,Disability Income,Disability Policy Features,Nonoccupational coverage,md-lh-0385-obj-1,Define Nonoccupational coverage and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Nonoccupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0385,Disability Income,Disability Policy Features,Nonoccupational coverage,md-lh-0385-obj-2,Identify Nonoccupational coverage when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Nonoccupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0385,Disability Income,Disability Policy Features,Nonoccupational coverage,md-lh-0385-obj-3,"Compare Nonoccupational coverage with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Nonoccupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0385,Disability Income,Disability Policy Features,Nonoccupational coverage,md-lh-0385-obj-4,"Determine whether Nonoccupational coverage is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Nonoccupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0385,Disability Income,Disability Policy Features,Nonoccupational coverage,md-lh-0385-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Nonoccupational coverage.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Nonoccupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0385,Disability Income,Disability Policy Features,Nonoccupational coverage,md-lh-0385-obj-6,"Apply Maryland-specific or federal rules that may affect Nonoccupational coverage, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Nonoccupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0386,Disability Income,Disability Policy Features,Occupational coverage,md-lh-0386-obj-1,Define Occupational coverage and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Occupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0386,Disability Income,Disability Policy Features,Occupational coverage,md-lh-0386-obj-2,Identify Occupational coverage when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Occupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0386,Disability Income,Disability Policy Features,Occupational coverage,md-lh-0386-obj-3,"Compare Occupational coverage with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Occupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0386,Disability Income,Disability Policy Features,Occupational coverage,md-lh-0386-obj-4,"Determine whether Occupational coverage is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Occupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0386,Disability Income,Disability Policy Features,Occupational coverage,md-lh-0386-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Occupational coverage.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Occupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0386,Disability Income,Disability Policy Features,Occupational coverage,md-lh-0386-obj-6,"Apply Maryland-specific or federal rules that may affect Occupational coverage, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Occupational coverage' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0387,Disability Income,Disability Policy Features,Guaranteed renewable disability,md-lh-0387-obj-1,Define Guaranteed renewable disability and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Guaranteed renewable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0387,Disability Income,Disability Policy Features,Guaranteed renewable disability,md-lh-0387-obj-2,Identify Guaranteed renewable disability when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Guaranteed renewable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0387,Disability Income,Disability Policy Features,Guaranteed renewable disability,md-lh-0387-obj-3,"Compare Guaranteed renewable disability with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Guaranteed renewable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0387,Disability Income,Disability Policy Features,Guaranteed renewable disability,md-lh-0387-obj-4,"Determine whether Guaranteed renewable disability is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Guaranteed renewable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0387,Disability Income,Disability Policy Features,Guaranteed renewable disability,md-lh-0387-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Guaranteed renewable disability.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Guaranteed renewable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0387,Disability Income,Disability Policy Features,Guaranteed renewable disability,md-lh-0387-obj-6,"Apply Maryland-specific or federal rules that may affect Guaranteed renewable disability, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Guaranteed renewable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0388,Disability Income,Disability Policy Features,Noncancelable disability,md-lh-0388-obj-1,Define Noncancelable disability and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncancelable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0388,Disability Income,Disability Policy Features,Noncancelable disability,md-lh-0388-obj-2,Identify Noncancelable disability when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncancelable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0388,Disability Income,Disability Policy Features,Noncancelable disability,md-lh-0388-obj-3,"Compare Noncancelable disability with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncancelable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0388,Disability Income,Disability Policy Features,Noncancelable disability,md-lh-0388-obj-4,"Determine whether Noncancelable disability is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncancelable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0388,Disability Income,Disability Policy Features,Noncancelable disability,md-lh-0388-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Noncancelable disability.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncancelable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
